,taxid,seasonality,curr,pnv,perc
0,15199, resident,15939061,22500528,0.708386088
2,15185, resident,6619506144,10578479712,0.625752124
3,1555, resident,936844432,996946120,0.939714206
4,10825, resident,36439612800,41311123072,0.882077515
5,10950, resident,1346484808,7353855649,0.183099162
9,13874, resident,3427484001,10815775285,0.316896747
10,12696, resident,42596799002,69720592828,0.610964383
11,10041, resident,61635009824,2.48145E+11,0.248383334
12,13038, resident,21296594920,22000814259,0.967991215
13,13873, resident,90056897696,2.29484E+11,0.392432898
14,15509, resident,3.65525E+11,6.14072E+11,0.595247041
16,15026, resident,74279525930,3.64805E+11,0.20361435
17,157269, resident,6.40635E+11,8.70176E+11,0.736212915
18,12775, resident,88148862916,1.01529E+11,0.868212138
19,157267, resident,7.18015E+11,1.46739E+12,0.489315783
20,14856, resident,4.99567E+11,6.04328E+11,0.826648437
21,157250, resident,4.25594E+11,6.6435E+11,0.64061774
24,157265, resident,1.03689E+12,1.17236E+12,0.884442384
27,15918, resident,35644741824,1.67006E+11,0.213433762
32,164564, resident,3.14631E+11,3.33809E+11,0.942547757
33,157279, resident,7.54287E+11,9.60523E+11,0.785287782
35,157268, resident,1.80476E+12,2.25283E+12,0.80110783
36,163414, resident,2.36374E+11,3.05779E+11,0.773022412
37,157295, resident,1.01042E+12,1.55149E+12,0.651257394
38,164571, resident,4.35841E+11,6.65369E+11,0.655035541
41,47113126, resident,1.11745E+12,2.56023E+12,0.436464326
42,164582, resident,2.5111E+11,2.60476E+11,0.964043031
43,164588, resident,5.15181E+11,6.94016E+11,0.742318346
45,157253, resident,1.00458E+12,1.43031E+12,0.702351859
46,164598, resident,1964601492,7441547776,0.264004418
48,164596, resident,4.38011E+11,4.71006E+11,0.929947204
49,157244, resident,4.35136E+11,6.85611E+11,0.634668899
50,157260, resident,2.53836E+12,2.82661E+12,0.898020367
52,164585, resident,1.12931E+12,1.16044E+12,0.973167441
54,157246, resident,1.75974E+11,5.49979E+11,0.319964535
56,164632, resident,1.35046E+11,1.42638E+11,0.94676995
57,164620, resident,6.37467E+11,6.65871E+11,0.957343432
59,164594, resident,6.993E+11,1.00425E+12,0.6963385
62,164637, resident,10845070842,37035768030,0.292826946
64,164580, resident,4.50129E+11,6.48598E+11,0.694003017
66,164646, resident,2.55879E+11,2.77195E+11,0.923101383
67,164640, resident,2.26954E+11,2.52427E+11,0.899086411
68,164599, resident,2.55458E+12,2.67209E+12,0.956022305
69,164655, resident,39203517568,44358304000,0.883792076
72,164600, resident,1.35743E+12,1.51449E+12,0.896292465
73,164672, resident,14036276,224553760,0.062507419
74,164669, resident,26931761.11,704352277.6,0.038236209
75,157282, resident,5.51051E+12,5.55916E+12,0.991248646
76,164642, nonbreeding,1.22865E+12,1.33976E+12,0.917070135
77,164643, resident,4481119446,4768655472,0.939702915
78,164642, breeding,1.22776E+12,1.33976E+12,0.916405824
79,164666, resident,1.02354E+11,1.55634E+11,0.657657737
80,164652, resident,6277723177,34438438920,0.182288262
81,164626, resident,1.02487E+12,1.11517E+12,0.919033002
83,164680, resident,4.04256E+11,4.05889E+11,0.995977441
84,157284, resident,2.73585E+12,6.04118E+12,0.45286665
85,164668, resident,5.71105E+11,5.93332E+11,0.962539899
87,164662, resident,6314006234,11582845963,0.545116999
89,131681739, resident,63627965056,74162525779,0.857953048
91,164566, resident,1.0261E+13,1.04895E+13,0.978215236
92,164709, resident,1.30759E+11,1.33496E+11,0.979497622
93,164677, resident,1.68077E+12,2.05797E+12,0.816714371
94,164656, resident,1.18877E+12,1.23251E+12,0.964517598
95,157275, resident,7.83712E+12,1.00167E+13,0.782402015
96,164692, resident,2.33531E+11,3.25239E+11,0.718029871
97,164712, resident,93428837312,1.25849E+11,0.742387659
98,164724, resident,6497727.461,175789804.9,0.036963051
99,164624, resident,4.205E+11,4.59224E+11,0.915675444
100,164715, resident,1.09998E+11,1.19289E+11,0.922117888
101,164727, resident,5232754688,5432368156,0.963254798
102,164695, resident,1.52891E+12,1.57126E+12,0.973047712
103,164615, resident,1.57826E+12,1.81802E+12,0.868116242
104,164678, resident,4.39108E+12,4.45044E+12,0.986661779
106,164700, resident,1.82815E+11,2.29332E+11,0.797161127
108,164731, resident,50695690920,55919170352,0.906588753
109,164696, resident,3.37013E+11,3.68153E+11,0.915417405
110,164750, resident,1.14084E+11,1.15308E+11,0.989388248
111,164605, resident,3.93146E+11,5.91636E+11,0.664506715
113,164758, resident,6759100062,21808716963,0.309926534
117,164764, resident,45675053082,70200819758,0.650634184
120,164667, resident,1.97813E+12,2.08091E+12,0.950608022
121,169893, resident,530945696,700616168,0.757826782
124,164728, resident,12976636044,24361235056,0.532675622
125,164738, resident,1.99709E+12,2.08641E+12,0.957190171
126,170504, resident,14322695034,20608210144,0.694999465
127,164718, resident,2.58155E+12,2.79567E+12,0.923410676
128,164746, resident,6.24766E+11,7.79622E+11,0.801370349
129,164760, resident,7.91634E+11,9.2147E+11,0.859099184
130,169678, resident,20993239408,80770208784,0.25991315
131,170365, resident,30673412032,57183020992,0.536407687
132,164579, resident,4.46468E+12,4.48676E+12,0.995078532
135,172521, resident,1430424464,3826298304,0.373840289
136,170508, resident,13813415708,30446221856,0.453698846
137,170381, resident,42945437128,66135358088,0.649356689
138,170420, resident,51421212624,1.52017E+11,0.338258626
139,164732, resident,1.91851E+12,1.97859E+12,0.969631914
141,164673, resident,1.75787E+12,3.3287E+12,0.528095949
142,172524, resident,27237448,30043222,0.906608752
144,172527, resident,30334908,32340008,0.937999397
145,164755, resident,1.69179E+11,1.70025E+11,0.995020984
146,172530, resident,56703012,63785676,0.888961528
147,172522, resident,3142368995,10157345408,0.309369118
148,172520, resident,47513975200,1.13279E+11,0.419441968
149,172529, resident,144160208,188166128,0.766132617
150,170506, resident,66584638864,78404881392,0.849240987
151,172532, resident,61128308,68746136,0.889189001
152,172533, resident,205528496,225585008,0.911091113
153,172537, resident,138869296,152060192,0.913252142
154,172539, resident,41877632,89983200,0.465393896
156,172538, resident,63618032,63785424,0.997375701
158,172543, resident,412794864,698750304,0.590761623
160,172546, resident,503849584,587304480,0.857901823
161,172541, resident,572255517.5,613259068,0.933138289
163,172549, resident,12348119,12750558,0.968437538
164,47756146, resident,6.1707E+12,8.81976E+12,0.699645023
165,172553, resident,68054688,68863448,0.988255598
166,172554, resident,251001216,303684384,0.826519996
167,170507, resident,1.30142E+11,2.27797E+11,0.571310096
169,164733, resident,4.12123E+11,8.18157E+11,0.503721122
170,172547, resident,2004487284,3905548912,0.51324086
171,172555, resident,122734720,136221488,0.900993829
172,172550, resident,946951312,1050452548,0.901469861
176,170505, resident,5.42378E+11,8.6786E+11,0.624960566
177,172562, resident,877243.625,1125163,0.779659147
178,172523, resident,2.50493E+11,2.86787E+11,0.873446081
184,164694, resident,2.62754E+12,4.01818E+12,0.65391222
185,172574, resident,305051796,350868692,0.869418683
188,172572, resident,1002145171,3829308043,0.261703984
189,172571, resident,467963245,981340424,0.476861274
190,172570, resident,783119024.7,930846816.7,0.841297419
191,172585, resident,847245.75,7558478.5,0.112092103
192,172586, resident,159318128,208247856,0.765040904
193,172583, resident,54994762,355867760.5,0.154537073
194,164777, resident,6.94345E+11,8.66028E+11,0.801758435
195,172584, resident,696582172,855967788,0.813794843
196,164726, resident,1.3791E+12,1.74125E+12,0.792014682
198,172594, resident,680749520,753441376,0.903520223
199,172573, resident,34567183423,62545593750,0.552671761
200,172595, resident,3429769664,5539144832,0.619187576
203,164593, resident,1.10449E+13,1.15821E+13,0.953617858
204,172578, resident,5504178017,5921360181,0.929546227
205,172548, resident,3.38843E+11,3.7808E+11,0.896220497
206,172599, resident,728947988,732868704,0.99465018
207,172597, resident,1213806688,1642329440,0.739076253
208,172592, resident,7758427552,10912957952,0.71093718
209,172605, resident,39958527.38,42998358.63,0.929303551
210,172603, resident,1189361168,1526193056,0.779299292
211,172601, resident,3685052672,3861620992,0.954276113
212,172600, resident,4836750544,5837968640,0.828498891
214,172610, resident,517223498,694737592,0.744487565
215,172556, resident,33954289358,38352187572,0.885328622
217,172607, resident,3129659472,3795164352,0.824643989
218,172611, resident,767298721,1114402187,0.688529447
219,172576, resident,1.29382E+11,3.49984E+11,0.369680794
220,164747, resident,1.74019E+12,1.88754E+12,0.921934211
221,172602, resident,16396898784,22147944832,0.740335002
223,172612, resident,1014926447,1421836559,0.713813723
224,172619, resident,1065380943,1254120680,0.849504326
225,172621, resident,212011238,256841612,0.825455176
226,172616, resident,1478114806,1593823860,0.927401605
227,172622, resident,320329524,1485978456,0.215568081
228,172627, resident,1223057248,2482093248,0.492752337
229,172629, resident,1779884416,2504029696,0.71080803
230,172613, resident,3172762412,5083156807,0.624171658
231,164775, resident,1.79171E+12,1.89312E+12,0.946432744
232,172632, resident,664173783,923509929.7,0.719184236
233,172630, resident,8954027192,11394850240,0.785795952
234,172634, resident,67886948,81328274,0.834727514
235,172636, resident,391126736,450787216,0.86765268
236,172579, resident,1.6569E+12,1.75758E+12,0.942712575
237,172582, resident,56973997776,1.12749E+11,0.505317104
238,164748, resident,1.93162E+12,2.19765E+12,0.878948476
239,172637, resident,417257280,497161808,0.839278628
240,172598, resident,1.72191E+11,2.88427E+11,0.597001133
241,172639, resident,1873005658,2320471593,0.80716595
242,172606, nonbreeding,1.27426E+11,2.26898E+11,0.561601315
243,172623, resident,11051170192,13725775312,0.80513996
244,172606, breeding,60831068696,2.26898E+11,0.268099194
245,164681, resident,3.48703E+12,4.86623E+12,0.716576803
246,172638, resident,26434651730,50027687752,0.52840043
247,172648, resident,453344760,544777816,0.832164502
248,172640, resident,7078043440,9334712104,0.758249784
249,172635, resident,6846898540,11348226978,0.603345223
250,172641, resident,2569142748,9628584433,0.266824554
251,172625, resident,60981554346,1.11055E+11,0.549111451
252,172647, resident,3432931424,3772209872,0.910058438
254,172624, resident,95888214272,2.36537E+11,0.405384308
256,172604, resident,1.91909E+11,4.00883E+11,0.478716249
257,172655, resident,2744974624,3519123472,0.780016571
258,172591, resident,4.94938E+11,5.60126E+11,0.883618884
259,172644, resident,1.34162E+11,1.38678E+11,0.96743852
260,172650, resident,6502887669,10672085969,0.60933614
261,172652, resident,16472073696,40061257152,0.411172162
263,172645, resident,4353784893,4415890036,0.985935985
265,172662, resident,2460608676,3595627168,0.684333653
266,172669, resident,2233039410,4794397779,0.465760146
267,172596, resident,3.37643E+11,1.13735E+12,0.296868089
268,172653, resident,86662356688,1.34927E+11,0.642289491
270,172674, resident,827453330.5,1005279809,0.82310748
271,172658, resident,43805594480,70133547088,0.62460258
272,164644, resident,4.36034E+12,6.08958E+12,0.716032932
273,172681, resident,94258937,354445720,0.265933348
274,172678, resident,3057314736,3521447712,0.868198249
275,172680, resident,1434487280,1886968000,0.760207529
276,172659, resident,22348692807,43109165133,0.518420914
279,172643, resident,2.6557E+11,5.83579E+11,0.455071467
281,172685, resident,781608893,1012804547,0.771727275
283,164769, resident,1.25995E+13,1.28611E+13,0.979654646
284,172608, resident,7.28247E+11,1.01601E+12,0.716771857
285,172686, resident,1949380194,2780493236,0.701091507
288,172693, resident,1397825968,1694883168,0.824732934
289,172688, resident,2582677490,7442581476,0.347013667
290,172683, resident,2708871191,13314157929,0.203457943
291,164704, resident,1.37542E+13,1.54635E+13,0.88946274
292,172672, resident,63099879200,1.33777E+11,0.471679486
293,172666, resident,1.25452E+11,2.76906E+11,0.453048205
295,172671, resident,1.29612E+11,3.06757E+11,0.422522623
296,172692, resident,6835252033,11449120728,0.597011089
297,172701, resident,11570556264,51947586784,0.222735203
298,172700, resident,12589898980,28781550871,0.437429485
299,172709, resident,2542048083,2973774862,0.854821969
300,172657, resident,3.24363E+11,8.98533E+11,0.360991948
301,172684, resident,2.39731E+11,4.88063E+11,0.491188512
302,172715, resident,2151756118,3025250872,0.711265349
303,172708, resident,53620213712,73324215216,0.731275658
304,172656, resident,6.21827E+11,8.61384E+11,0.72189337
305,172626, resident,1.34276E+12,2.57361E+12,0.521743522
307,172609, resident,2.15091E+12,3.45277E+12,0.622951324
308,172712, resident,90069067584,1.24282E+11,0.72471444
310,173021, resident,1033416692,1179219240,0.876356709
312,172620, resident,7.65911E+11,1.8726E+12,0.409009977
313,172929, resident,124353736.5,181916020,0.683577711
315,172651, resident,8.63655E+11,1.5949E+12,0.541510063
316,172713, resident,97454182304,2.32246E+11,0.419616252
318,174474, resident,35945548,38104368,0.943344553
320,172698, resident,2.49249E+11,5.03596E+11,0.494937858
321,174472, resident,413147928,691290208,0.597647592
323,174483, resident,35909.07813,37351720,0.000961377
325,174484, resident,124814054.3,163295730.5,0.764343647
326,172714, resident,44071173544,85360842160,0.516292628
327,172677, resident,2.59561E+11,5.96861E+11,0.434876799
330,172924, resident,25157479264,48474524140,0.518983522
331,174476, resident,24793599317,47422026176,0.522828764
332,174473, resident,24774861798,79251601152,0.312610237
333,172536, resident,8.7366E+12,1.00734E+13,0.867291513
334,172646, resident,41122909144,69894682941,0.588355329
336,176251, resident,13131138.63,17844133.5,0.735879869
337,176253, resident,4206151248,4604610240,0.913465207
338,176221, resident,4.4934E+11,4.51981E+11,0.994156348
339,176325, resident,8851290,10803475,0.819300271
340,176338, resident,291231616,547056768,0.532360868
341,176254, resident,16963556799,27935238040,0.60724583
342,127902230, resident,9122060516,55844397328,0.163347819
343,174478, resident,1.04719E+11,1.14277E+11,0.916360064
344,176306, resident,13969427536,23214251312,0.601760847
345,176324, resident,24799839114,57201299641,0.43355377
346,176620, resident,1908036356,2030640968,0.939622703
347,176626, resident,114019024,118434320,0.962719455
348,176623, resident,3375269296,4013107688,0.841061232
350,172702, resident,1.1885E+12,1.87272E+12,0.634640413
351,176625, resident,5.56148E+11,7.19363E+11,0.773111271
352,172707, resident,1.33706E+12,1.99089E+12,0.671587954
353,17585, resident,2.60915E+11,5.02026E+11,0.519723719
357,176155, resident,75024913118,84092790656,0.892168193
358,176790, resident,264912117,330865393,0.800664326
359,176795, resident,3566669072,3592758992,0.992738194
360,176785, resident,9967285664,12272980176,0.812132467
362,176159, resident,9705469664,15259384128,0.636032856
363,176807, resident,21144252,61739124,0.342477357
364,176806, resident,6748588480,10550098432,0.639670665
365,176798, resident,10055552932,37648162998,0.267092791
366,174471, resident,12108964493,15463012573,0.783092197
367,176808, resident,1643212992,2922747904,0.562215096
368,176631, resident,2.2666E+11,5.24023E+11,0.432537995
369,176821, resident,8287561.5,8385981,0.988263806
370,172661, resident,2.8589E+12,4.81121E+12,0.594216501
372,176845, resident,1295219184,1334328616,0.970689805
373,176858, resident,50446691.5,60498199.5,0.833854427
375,172673, resident,2.79514E+12,4.13221E+12,0.676426579
377,176867, resident,600309184,1097303144,0.547076883
378,176859, resident,4339444176,4375125088,0.991844596
379,177408, resident,8190527312,8486597280,0.96511323
380,177414, resident,23509060864,40023360384,0.587383484
381,176846, resident,18719244344,21964259320,0.852259303
383,177425, resident,82021424,87963552,0.932447839
384,176805, resident,2.37053E+11,4.57165E+11,0.518527996
385,177416, resident,1778996967,2212253536,0.804156006
386,176809, resident,97237266816,1.13454E+11,0.857065038
387,177418, resident,21151732320,86972360960,0.243200622
389,177422, resident,52897676137,1.10619E+11,0.478195631
390,176820, resident,1.45758E+11,2.2515E+11,0.647382543
391,177430, resident,94419219456,1.1075E+11,0.852544336
392,177440, resident,10148952264,13068489920,0.776597168
393,127903655, resident,3.28922E+11,4.08673E+11,0.804855343
394,177486, resident,8701103,20207826,0.430580855
395,176774, resident,9.97958E+11,1.25632E+12,0.794347829
396,116827083, resident,6.74637E+11,7.3301E+11,0.920365641
398,176627, resident,1.26007E+12,1.56636E+12,0.804459869
399,176869, resident,1.57027E+11,2.6295E+11,0.597173045
400,176783, resident,5.46167E+11,9.62777E+11,0.567282541
401,177441, resident,1.80307E+11,2.52298E+11,0.714659668
402,172799, resident,5.28912E+12,6.09104E+12,0.868343676
403,176800, resident,8.58174E+11,1.40483E+12,0.610873949
404,177511, resident,23152385472,1.23551E+11,0.187390954
405,177498, resident,1.0989E+11,1.58411E+11,0.693697736
406,177434, resident,2.11774E+11,4.52761E+11,0.467737758
407,177516, resident,936266480,1348488944,0.694307865
408,176342, resident,9.99279E+11,1.71243E+12,0.583544941
409,177507, resident,5760726816,35199759328,0.163658131
410,177488, resident,6.07029E+11,7.61054E+11,0.797615494
411,177530, resident,1831662272,2046902016,0.894846093
412,177444, resident,1.80917E+11,3.34032E+11,0.541616685
413,177532, resident,4298921056,7654483712,0.561621295
414,177564, resident,455109208,1007536989,0.451704715
415,177512, resident,21064802240,30498658640,0.690679629
416,177565, resident,2085990496,2209454112,0.944120308
417,177442, resident,63228582661,1.20126E+11,0.526353976
418,177581, resident,13321050,27974172,0.476191038
419,177830, resident,323670688,452469368,0.715342763
420,172668, resident,2.85122E+12,3.6667E+12,0.77759682
421,177906, resident,1822571524,6226066112,0.29273244
422,172697, resident,2.64668E+12,3.32688E+12,0.795543768
424,177908, resident,65228762624,80445426176,0.810844889
425,178173, resident,74276510,93268150,0.796375933
426,177583, resident,88098026624,1.09237E+11,0.806486953
427,177541, resident,4.59044E+11,5.38763E+11,0.85203408
428,116813025, resident,4.90502E+11,6.06681E+11,0.808501039
429,178230, resident,951576800,988046592,0.963088996
430,178038, resident,41545480930,96445796402,0.430765077
432,177535, resident,14997349246,49765552247,0.301360049
434,177551, resident,1.17427E+11,2.56289E+11,0.458183096
436,178257, resident,160009328,183486735.5,0.872048476
437,178272, resident,17215392,19025852,0.904842106
438,178222, resident,48843031896,1.32897E+11,0.367525421
439,178254, resident,291268119.5,597333082,0.487614245
440,154426201, resident,180751712,205994512,0.877458871
441,178298, resident,259796944,323342560,0.803472775
442,177504, resident,3.2212E+11,7.00308E+11,0.459968744
443,42483444, resident,11666684756,12866264282,0.906765515
444,17823, nonbreeding,5630739958,5913883434,0.952122243
445,178362, resident,145887392,166746592,0.87490479
446,178307, resident,4032669080,4478161149,0.900518973
447,178363, resident,8190015,8362454.5,0.97937932
448,178224, resident,1.22118E+11,2.56537E+11,0.476025305
449,178347, resident,10179712768,14229488128,0.71539557
450,17823, breeding,17227863008,68909113344,0.250008485
451,178294, resident,6052627130,13962523674,0.433490913
452,178420, resident,9118997.25,14502183.5,0.628801673
453,178375, resident,204321885.9,300874945.9,0.679092389
454,178436, resident,1816174720,1823104384,0.996198976
455,177409, resident,1.42166E+12,2.59387E+12,0.548084686
456,178314, resident,329437104.1,15052649488,0.021885656
457,177519, resident,4.69426E+11,1.20906E+12,0.388256165
459,178478, resident,17160576,17160576,1
461,178471, resident,316024943,332425393.5,0.950664267
462,178383, resident,99170657664,3.14252E+11,0.315576452
463,178498, resident,30790486,38648852,0.796672719
464,177501, resident,7.93788E+11,8.09091E+11,0.981086763
466,178437, resident,76050942624,77748022560,0.97817205
467,178487, resident,28167116224,29959992512,0.940157652
468,178482, resident,38666376064,41116381312,0.940412916
469,176308, resident,9.76983E+12,1.07186E+13,0.911481686
472,178245, resident,2.67109E+11,5.92852E+11,0.450549059
474,178555, resident,240229909,354927837,0.676841555
475,176224, resident,4.93087E+12,5.13629E+12,0.960007105
476,178584, resident,10001323,25497558,0.392246308
478,178635, resident,42950444,51850112,0.828357786
479,178521, resident,45450469248,99368016128,0.457395357
481,177500, resident,1.14452E+12,1.65806E+12,0.690278737
482,178541, resident,5072576000,5313937696,0.954579502
484,178652, resident,6487976704,8948057600,0.725070959
485,178644, resident,3328689924,5056309124,0.658324055
486,178682, resident,195629248,221256712,0.884173168
487,178685, resident,43862030,45008636,0.974524756
488,178469, resident,37215422.84,588610635.3,0.063225876
489,172703, resident,1.93085E+12,2.97528E+12,0.648963296
491,178710, resident,192055456,241725936,0.794517374
492,178647, resident,20392542407,27533606188,0.7406419
493,177503, resident,1.89154E+12,2.2978E+12,0.823192735
494,178709, resident,10351318784,11218864896,0.922670776
496,178419, resident,89829825241,1.18129E+11,0.760440636
498,176799, resident,4.93435E+12,5.82297E+12,0.847393689
499,178708, resident,11282762656,13393167808,0.842426737
500,178725, resident,7155554904,15039056710,0.47579812
501,178659, resident,1.21084E+11,2.29427E+11,0.527766361
504,42653658, resident,1.9949E+11,2.06921E+11,0.964087489
505,183187, resident,2.75127E+11,3.36129E+11,0.818517239
506,178598, resident,40886620424,46331197600,0.882485723
507,177587, resident,7.74906E+11,8.61767E+11,0.899206517
508,183147, resident,4001232889,4239195225,0.943866153
509,177571, resident,1.41826E+12,2.50734E+12,0.565643106
510,178714, resident,1.29898E+11,2.66728E+11,0.487004832
511,183193, resident,4.94594E+11,9.73192E+11,0.508218408
512,178409, resident,1.15255E+11,1.40284E+11,0.821586008
514,178461, resident,1.88184E+11,4.34856E+11,0.432750924
515,184059, resident,13579375.44,64094366.05,0.211865352
516,183202, resident,1.194E+11,2.12821E+11,0.561037234
517,183194, resident,3.08164E+11,3.73076E+11,0.826009022
518,183188, resident,7.74958E+11,1.20751E+12,0.641781436
519,184057, resident,5.3125E+11,5.50529E+11,0.964980589
520,178621, resident,3.46733E+11,1.25053E+12,0.277267853
521,178507, resident,4.10443E+12,4.45327E+12,0.921666475
523,178696, resident,1.0242E+12,1.22691E+12,0.834781768
524,183199, resident,8.89322E+11,1.41508E+12,0.628461868
525,183190, resident,1.16591E+12,1.24852E+12,0.933833469
526,184061, resident,7.33989E+11,1.14678E+12,0.640043469
528,183197, resident,59822589544,60884512305,0.982558409
529,183186, resident,9.58891E+11,1.7742E+12,0.540465274
530,178433, resident,2.264E+12,2.50202E+12,0.904869029
531,183185, resident,1.32162E+12,1.44504E+12,0.914589254
533,177499, resident,5.98545E+12,7.47465E+12,0.800766461
534,178481, resident,3.52629E+12,3.58183E+12,0.984493457
535,190497, resident,2636856033,6890851800,0.382660389
536,190512, resident,282186752,352429568,0.800689776
537,184063, resident,13604760588,23641897212,0.575451304
538,184064, resident,1.26541E+12,1.37122E+12,0.922834416
539,184068, resident,2.5147E+11,5.4622E+11,0.460382664
540,190511, resident,11657396953,13164038865,0.885548658
542,184065, resident,6.85463E+11,8.01284E+11,0.85545629
543,190572, resident,48318628096,1.03921E+11,0.464955417
544,183196, resident,1.86524E+12,2.5091E+12,0.743391271
545,190608, resident,17967139664,80746993408,0.222511562
548,177540, resident,4.17435E+12,4.7014E+12,0.887895895
550,190628, resident,6158768164,22749411592,0.270722086
553,184108, resident,1.67977E+11,1.76277E+11,0.952914534
554,183200, resident,1.99928E+12,3.85939E+12,0.51802966
555,184069, resident,1.38419E+12,1.48119E+12,0.934517671
556,190620, resident,3.10029E+11,4.2586E+11,0.728006424
557,191911, resident,672915648,717198208,0.938256176
559,184072, resident,8737774902,15247575709,0.573059945
560,190508, resident,2.26342E+11,3.55608E+11,0.636493481
561,184073, resident,1.21677E+12,1.35822E+12,0.895855515
562,191916, resident,1999995152,4411698208,0.453339068
563,183151, resident,2.38608E+12,2.8853E+12,0.826980551
564,191910, resident,6016792032,24598973208,0.244595251
566,191913, resident,10949436276,27071839248,0.404458529
567,191927, resident,2044023776,2339683680,0.873632531
569,191921, resident,334572531,1095914878,0.305290619
570,191918, resident,2660970887,2782588047,0.956293509
572,190644, resident,3.36923E+11,9.05062E+11,0.372265424
573,191928, resident,27402915776,28369016704,0.965945209
574,172593, resident,4.48308E+12,5.60451E+12,0.799905492
575,190514, resident,9.04161E+11,1.39761E+12,0.646933139
577,191937, resident,42773492,50785624,0.84223622
578,191917, resident,1.17675E+11,1.76467E+11,0.666839984
579,191936, resident,27615355496,42184262208,0.654636446
580,191932, resident,8728750274,12058533140,0.723865015
581,58894358, resident,3.55259E+11,1.22877E+12,0.28911711
582,191908, resident,6.18914E+11,1.15238E+12,0.537076008
584,191934, resident,7430336542,10689991566,0.695074126
585,191941, resident,229776936,449599516,0.511070248
587,191920, resident,49286609024,64845400320,0.760063301
588,191949, resident,6189709,8011939.5,0.772560627
589,191914, resident,74417187240,2.48477E+11,0.299493639
590,191940, resident,50737091851,55134837950,0.920236528
591,191951, resident,128064360,343949728,0.372334529
592,176157, resident,3.05685E+12,3.90918E+12,0.781968849
593,190553, resident,4.23469E+11,7.71183E+11,0.549115835
594,184067, resident,8.81163E+11,1.16213E+12,0.758232948
596,191939, resident,60244179835,1.22644E+11,0.491211348
597,191931, resident,8.13471E+11,1.2228E+12,0.6652542
599,191962, resident,8452291263,13499366814,0.626125016
600,191922, resident,7.57511E+11,1.26968E+12,0.596616986
601,191933, resident,2.93168E+11,5.98278E+11,0.49001944
602,191963, resident,2673110688,5452558592,0.49024887
603,191929, resident,2.01272E+11,3.37109E+11,0.597053872
604,191955, resident,29592124544,42810979456,0.691227459
605,191969, resident,266854736,436492832,0.611361096
606,191967, resident,8748209758,14473825488,0.604415865
607,191976, resident,6333460,6333460,1
608,191938, resident,1.84304E+11,6.3664E+11,0.289495106
609,131300703, resident,1.13537E+13,1.15836E+13,0.980155599
610,191961, resident,65235319328,1.97113E+11,0.330954274
611,191966, resident,5417703984,7281358392,0.744051273
612,191983, resident,10876610,16547666,0.657289675
613,191945, resident,48273703675,57167841417,0.844420613
617,191948, resident,1.61839E+11,3.30774E+11,0.489274841
620,191989, resident,8248845,13603980,0.606355273
621,191968, resident,2.45524E+11,2.99249E+11,0.820469174
623,191994, resident,159355476,266373704,0.598240268
624,184062, resident,2.73903E+12,5.4177E+12,0.505570959
625,191960, resident,2.49876E+11,5.57073E+11,0.44855152
628,192003, resident,605090.8125,60320464,0.010031269
629,191971, resident,16107034712,20102995136,0.801225619
630,191946, resident,5.97511E+11,9.67886E+11,0.617336785
632,191996, resident,19959423872,27315833984,0.730690627
634,191935, resident,3.44981E+11,9.61076E+11,0.358952604
635,192010, resident,119182172,156948300,0.759372175
636,192007, resident,52776828,138180816,0.381940341
637,192016, resident,24341726,30793346,0.790486555
638,191981, resident,5.56148E+11,7.19363E+11,0.773111223
639,192002, resident,12582576960,14106971520,0.891940339
641,191998, resident,86738734976,1.72815E+11,0.501915719
642,191987, resident,31842763896,52431549616,0.607320671
643,191992, resident,2.42539E+11,3.27509E+11,0.740556254
644,191956, resident,4.84101E+11,6.12827E+11,0.789946759
645,191957, resident,1.18696E+12,1.68253E+12,0.705462987
646,192004, resident,14218229536,1.32317E+11,0.107455405
647,192021, resident,15865322984,35521648672,0.446638137
648,192027, resident,62575256,105373424,0.593842865
649,192033, resident,2212378048,3569559296,0.61979025
650,192019, resident,86738839520,1.43593E+11,0.604061788
651,191985, resident,55065933602,1.65734E+11,0.332254724
652,191953, resident,3.49074E+11,4.45753E+11,0.783111875
654,192012, resident,87032817904,1.44352E+11,0.602918894
655,192043, resident,194351920,258665600,0.751363614
656,192032, resident,32655097328,48401955840,0.67466483
657,192046, resident,114019024,118434320,0.962719455
658,192048, resident,10877559,11036215,0.985624057
659,192022, resident,18159589152,18586138080,0.977050158
661,192013, resident,6.22936E+11,6.81703E+11,0.913793155
662,191930, resident,1.57531E+12,2.72258E+12,0.5786112
663,192050, resident,278686783.3,331503646.5,0.840674865
664,191926, resident,1.21134E+12,2.13537E+12,0.56727682
666,191984, resident,9.97508E+11,1.51875E+12,0.656793627
667,190613, resident,2.19147E+12,2.90891E+12,0.753364446
669,192055, resident,18389561664,83512422400,0.220201512
670,191990, resident,9.04508E+11,1.32664E+12,0.681803238
671,192024, resident,1.29234E+11,1.47829E+11,0.87421821
672,192029, resident,1.57827E+11,2.39053E+11,0.660219651
673,192037, resident,50138310944,1.44554E+11,0.346849334
674,192011, resident,5.9055E+11,9.69169E+11,0.609336605
675,192069, resident,2052149808,14687569328,0.139720178
676,192068, resident,2460245003,8814389332,0.279116897
677,192038, resident,5.68012E+11,1.10236E+12,0.515267913
678,192062, resident,1.42733E+11,1.5175E+11,0.940580165
679,192066, resident,2.82306E+11,2.98075E+11,0.947096176
680,192070, resident,1.24264E+11,1.77749E+11,0.69909785
