,taxid,seasonality,curr,pnv,perc
2373,178297, resident,2548103680,2933809872,0.868530611
2374,178689, resident,541825536,961721472,0.563391327
2375,19036, resident,137864800,143770208,0.958924675
2376,178413, resident,10763157888,11350144576,0.94828377
2377,178739, resident,2379047344,3627229536,0.655885524
2378,177816, resident,21984456428,52155361164,0.421518631
2379,178686, resident,11184322912,15507854240,0.721203768
2380,193482, resident,2869279.5,3806997.5,0.75368568
2381,193262, resident,2535823.844,46435043.5,0.054610132
2382,193484, resident,54990084,58947148,0.932870985
2383,178344, resident,9162774864,33335890231,0.274862162
2384,178527, resident,1815285544,10338914455,0.175577963
2387,193488, resident,52696128,76136352,0.692128354
2388,177545, resident,37434544624,96850300288,0.386519655
2390,193493, resident,403621784,770331328,0.523958678
2392,178285, resident,13425477794,39004152512,0.344206371
2393,193485, resident,5571914976,6555225920,0.849995873
2394,193499, resident,12517005,19950348,0.627407853
2395,178569, resident,65795441584,70899639584,0.928008125
2396,178027, resident,44720357216,48654410688,0.919142922
2398,196004, resident,1753988.75,2166141,0.809729722
2399,193501, resident,18134560,21094166,0.85969552
2400,178694, resident,5634266713,9192520910,0.612918564
2401,193490, resident,4172427432,7997657952,0.521706162
2403,193486, resident,2247090764,2488488997,0.902994053
2406,178653, resident,3398945125,10319552065,0.329369444
2407,199726, resident,2487211.75,46944696,0.052981742
2411,178468, resident,20145927380,53872190812,0.373957826
2414,199729, resident,1306852864,2702160640,0.483632559
2415,178447, resident,54595063232,58663065984,0.930654788
2416,199735, resident,1478977920,3455093504,0.428057278
2418,199736, resident,1286489984,3287306496,0.391350787
2419,199740, resident,2487211.75,46944696,0.052981742
2420,199738, resident,1489338752,3484979200,0.427359438
2421,199744, resident,1332895104,3364023808,0.396220473
2422,199745, resident,1451733760,3217598208,0.451185532
2423,178585, resident,2769048399,4960371600,0.558234064
2424,199743, resident,1264989696,3072666880,0.411691129
2425,193500, resident,23400823808,26150898560,0.894838231
2426,199739, resident,1491592828,3507765640,0.425225908
2427,199746, resident,1452090496,3455671808,0.420204978
2428,199747, resident,1032395008,2599497216,0.397151804
2429,199748, resident,1389083264,3346899712,0.415035819
2430,193491, resident,16519313312,23233893120,0.711000659
2432,199750, resident,1428776386,3478262664,0.410772999
2434,199758, resident,275324324,331380930,0.830839373
2440,23095, resident,159877466,194303756,0.822822313
2441,193494, resident,3765183372,33330986880,0.112963453
2449,22985, resident,90339549,92915016,0.972281477
2451,178299, resident,24813100038,75462958453,0.328811652
2452,178319, resident,30747070019,61556358505,0.499494622
2453,61459, resident,13363389,54951396,0.243185614
2457,61474, resident,5596132672,13979905792,0.400298311
2458,40690, resident,11231422080,35580698112,0.315660532
2459,61477, resident,3955696576,4692319296,0.843015218
2461,193496, resident,22472116313,42574925143,0.527825151
2462,61471, resident,19544906624,21414152832,0.912709776
2463,61476, resident,625584362.5,10618183056,0.058916329
2464,22993, resident,1806644698,8815279476,0.204944688
2465,193513, resident,3687266755,4653388948,0.792383099
2466,22888, resident,9030051802,15185164971,0.59466274
2467,61487, resident,653410176,887287360,0.736413258
2470,61478, resident,1776868824,2525363376,0.703609168
2473,61483, resident,9081069248,12082905152,0.751563398
2474,61490, resident,671126216.8,1136903834,0.590310453
2475,61443, resident,712853888,1111601280,0.641285595
2476,61480, resident,53922274406,1.54487E+11,0.349039916
2477,19900, resident,1.04942E+11,1.88591E+11,0.55645178
2478,61486, resident,11037405216,63528344256,0.173739853
2479,61472, resident,1.03957E+11,3.44099E+11,0.302112604
2480,61496, resident,3551171800,20548043264,0.17282287
2482,61445, resident,459362072,4447026560,0.103296453
2485,61454, resident,12882251,27143428,0.474599266
2486,61452, resident,6009629.438,576104864,0.010431485
2489,61463, resident,633088128,728500608,0.869028963
2490,61433, resident,19092898240,29189690960,0.654097307
2491,4996, resident,1.09574E+11,1.14946E+11,0.953264818
2492,61455, resident,1614943868,6264969216,0.257773632
2494,61453, resident,9728210580,26489184472,0.367252174
2495,61448, resident,10947011748,20033087072,0.546446572
2496,61485, resident,43128745281,1.0236E+11,0.421342257
2497,61458, resident,5.94999E+11,7.67561E+11,0.775181292
2498,61498, resident,2399560118,15333211291,0.156494297
2501,61461, resident,11916265120,62300288000,0.191271429
2502,61501, resident,34933488,269204896,0.129765426
2503,61502, resident,2074199.875,2337851.75,0.887224725
2504,61431, resident,5791271820,10487315436,0.552216805
2505,61503, resident,255269264,350997256,0.727268546
2506,61451, resident,1144373593,15493426663,0.073861878
2508,61465, resident,8875695344,20759844864,0.427541506
2509,61505, resident,24229526,52827576,0.458652996
2510,61473, resident,1.1604E+11,2.2152E+11,0.523834995
2511,61450, resident,35036023022,1.11187E+11,0.315108305
2512,61456, resident,1.85118E+11,6.2355E+11,0.296877053
2513,61504, resident,1306473664,2026421696,0.64471954
2514,61561, resident,337646538,7947364208,0.042485348
2516,61506, resident,550245504,885932352,0.621092009
2517,61464, resident,27655130311,32079548677,0.862079781
2518,61577, resident,137743424,183355424,0.751237247
2519,61468, resident,1817534156,4411461552,0.412002719
2520,61575, resident,1528888064,1974267264,0.774407848
2521,61559, resident,9626390317,20474003970,0.470176246
2525,61574, resident,457917207.2,729105024,0.628053836
2526,61514, resident,830296624,2939858304,0.28242743
2527,61573, resident,15677001658,24722207808,0.634126279
2529,61518, resident,9088666048,11597795904,0.783654595
2530,61587, resident,31094868608,34368804840,0.904741051
2534,61469, resident,1.94813E+11,3.81865E+11,0.510163844
2535,61444, resident,1.0171E+11,1.5726E+11,0.646766566
2536,61494, resident,1.77875E+11,3.39872E+11,0.523359782
2537,61584, resident,1.46577E+11,1.64884E+11,0.88897035
2540,61436, resident,5.80418E+11,5.85926E+11,0.990599699
2541,61523, resident,8987890880,20816609888,0.431765351
2542,61590, resident,20691478528,20706167808,0.999290584
2543,61526, resident,6350445930,12080190948,0.525690857
2544,61581, resident,54354877088,97135353984,0.55957872
2545,61594, resident,55596946816,81902530816,0.678818423
2546,61527, resident,23006380512,26089989856,0.881808718
2547,61593, resident,9802630976,23303142016,0.42065705
2548,61585, resident,38680714240,1.21747E+11,0.317713178
2549,61562, resident,45083352480,67368271520,0.669207499
2550,61580, resident,6.13274E+11,6.17958E+11,0.992420034
2551,61560, resident,2.02099E+11,4.48707E+11,0.450403868
2553,61588, resident,4.06337E+11,4.07443E+11,0.997287178
2554,61528, resident,5438813544,10737591744,0.506520798
2556,61531, resident,9085053312,41590944960,0.218438252
2557,61547, resident,22280300,209425124,0.106387904
2558,61536, resident,367146820,12714102656,0.028877132
2559,61539, resident,474482718,12054394144,0.039361806
2560,61595, resident,38673911360,78006894336,0.495775555
2561,176687, resident,82939261082,1.88939E+11,0.438973876
2564,61544, resident,30008402636,57707777270,0.520006212
2565,61510, resident,54906751656,59943531932,0.915974583
2566,61552, resident,3098510,4553743,0.68043146
2567,61589, resident,3.4904E+11,3.55421E+11,0.982044878
2568,61551, resident,14715933320,18675983968,0.787960267
2569,61583, resident,4.05006E+11,4.88225E+11,0.829547386
2570,61545, resident,701546380.4,1552408544,0.451908348
2571,61557, resident,18251074304,22212328704,0.821664155
2573,61549, resident,20716954816,26911556992,0.769816285
2574,61566, resident,532452800,12645548992,0.042105946
2576,61546, resident,25176496152,33589592958,0.749532636
2578,61569, resident,11101790976,50699936512,0.21897051
2580,61568, resident,18133488820,18908724972,0.959001141
2581,61592, resident,1.83881E+11,5.71317E+11,0.321854306
2583,63679, resident,104818368,113371568,0.92455604
2584,61541, resident,99806001216,1.71979E+11,0.580337342
2585,63678, resident,868910360,1566543840,0.55466712
2586,63681, resident,1562512256,1850553728,0.844348495
2587,61548, resident,1.9701E+11,5.41132E+11,0.364069383
2588,63680, resident,1069458768,1884009048,0.567650548
2589,63683, resident,227349968,230498144,0.98634186
2591,63687, resident,312455360,357347488,0.874374021
2592,63684, resident,2305308336,2779201304,0.829485915
2593,61509, resident,6.21165E+11,6.68664E+11,0.928963849
2594,63688, resident,149987600,231532480,0.647803712
2595,63689, resident,128383432,226057840,0.567922935
2596,63685, resident,2763789376,2767664640,0.998599807
2597,63690, resident,1675340352,2010609856,0.833249846
2598,63692, resident,139973248,161918864,0.864465353
2600,61519, resident,6.5318E+11,7.86618E+11,0.830365308
2601,61591, resident,3.51593E+11,7.1842E+11,0.489397618
2602,63695, resident,436152832,767591360,0.568209668
2603,63699, resident,91755480,121664432,0.754168482
2604,63657, resident,18150808,20959510,0.865993909
2606,63658, resident,15670535,43513872,0.360127341
2607,63697, resident,550217970,819467764,0.67143333
2608,63674, resident,431016128,448775040,0.960428031
2609,63694, resident,1573960328,2090384946,0.752952384
2610,63675, resident,270288224,410409504,0.658581786
2611,63677, resident,760603736,886067952,0.858403393
2612,63696, resident,7744572416,10699812864,0.723804473
2613,63676, resident,2901323674,4242436335,0.683881488
2614,61571, resident,7.66441E+11,8.05318E+11,0.951725526
2616,61565, resident,3.5879E+11,5.27366E+11,0.680342511
2617,63704, resident,5555055,6761477,0.821574192
2619,63767, resident,529468624,614914592,0.861044169
2620,63764, resident,3782195056,4773075424,0.792402114
2622,61570, resident,58767280084,93262548715,0.630127322
2626,63706, resident,10469981696,10495191552,0.997597961
2627,63781, resident,324500080,381391376,0.850832243
2628,61530, resident,5.56219E+11,1.09954E+12,0.505863141
2629,63782, resident,7215095,100175368,0.072024642
2630,63763, resident,49182793049,58294952559,0.843688705
2631,63762, resident,1.36928E+11,1.43998E+11,0.950904095
2632,63783, resident,44267168,121782560,0.363493492
2635,63659, resident,160246678.3,1749874655,0.09157609
2636,63786, resident,227680256,327351872,0.695521472
2637,63787, resident,469247424,540405120,0.868325274
2638,61532, resident,2.00086E+11,3.74816E+11,0.533823825
2639,63713, resident,4486394176,5764211808,0.778318758
2640,63785, resident,1286105476,5840676992,0.220198014
2641,63789, resident,567240272,705612992,0.803897148
2643,63719, resident,77559608,843972416,0.091898274
2645,63792, resident,53069698,108253318,0.490236225
2646,63710, resident,22498888832,23412196304,0.960990098
2648,63794, resident,392628320,411397056,0.95437805
2653,63708, resident,28168659095,49007033120,0.574788093
2654,63725, resident,1663023789,1885949458,0.881796584
2656,63799, resident,119940968,124210696,0.965625118
2659,63765, resident,1.66745E+11,2.35454E+11,0.708183381
2661,62236, resident,1.10917E+11,1.8137E+11,0.611547731
2663,63729, resident,1549035520,1867207040,0.8296003
2665,63730, resident,1613287680,2715844928,0.594027908
2667,63742, resident,535412192,687041280,0.779301343
2668,63720, resident,29742369408,96787011584,0.307297115
2669,63733, resident,8784787722,17392960156,0.505077206
2670,61538, resident,6.62767E+11,1.37716E+12,0.481255284
2671,63723, resident,40153220216,41093298504,0.977123319
2672,63741, resident,739970064,858996964,0.861435017
2674,63718, resident,46617017290,92740054648,0.50266325
2675,63749, resident,265925104,577671040,0.46034003
2677,63702, resident,1.87462E+11,2.34393E+11,0.799779639
2678,61550, resident,1.21996E+12,1.78664E+12,0.682824819
2679,63759, resident,50124248,62211188,0.805711153
2680,63761, resident,213401680,266674112,0.800233957
2681,63756, resident,239007292,409403584,0.583793844
2682,63735, resident,43645459200,44661466752,0.977250914
2685,63777, resident,22613818,26892924,0.840883572
2686,63753, resident,49125233024,64867672960,0.757314557
2687,63800, resident,958992405,2721358592,0.352394722
2689,63802, resident,6960132,7083740,0.982550461
2690,63801, resident,3404360832,5739565568,0.593139113
2692,63746, resident,53328036608,55362388224,0.963253904
2693,63701, resident,3.32708E+11,4.52881E+11,0.734647607
2694,63768, resident,16826804416,40979332096,0.410616854
2695,63703, resident,1.98132E+11,3.21133E+11,0.616979643
2698,63878, resident,481492160,1121036160,0.42950636
2699,63808, resident,933443776,1114367616,0.837644385
2702,63807, resident,673513376,713789888,0.943573715
2705,63809, resident,532050064,659081168,0.807260304
2706,63805, resident,10100326656,11060133360,0.913219247
2708,63721, resident,2.70176E+11,4.56249E+11,0.592169197
2711,63776, resident,531440621,584530382.5,0.90917536
2712,63745, resident,2.20751E+11,2.60406E+11,0.847719784
2713,63889, resident,53228512,81658080,0.651846235
2714,63814, resident,4323878144,4993761728,0.865855918
2715,63816, resident,442330272,767533568,0.576300882
2716,63888, resident,3116219648,3529269120,0.882964586
2717,63865, resident,40452037584,79618367445,0.50807419
2718,63739, resident,1.59455E+11,3.63332E+11,0.438869362
2721,63882, resident,1142066313,1965424743,0.581078628
2722,63891, resident,1469965070,2482294560,0.592179951
2723,63773, resident,52239012772,1.70164E+11,0.306991434
2725,63895, resident,865033696,2004684480,0.431506157
2726,63744, resident,2.07422E+11,2.20166E+11,0.942115385
2727,63892, resident,8215289248,9285747264,0.884720315
2728,63899, resident,431016128,448775040,0.960428031
2729,63827, resident,98750.46094,1193950.25,0.082709025
2730,63833, resident,55191888,58147744,0.949166454
2731,63879, resident,1.13197E+11,1.5459E+11,0.732240543
2732,63832, resident,6493181888,7136640256,0.909837354
2733,63738, resident,6.11789E+11,1.13143E+12,0.54072105
2734,63867, resident,1.01492E+11,1.04231E+11,0.973728965
2741,63849, resident,35106576,37658656,0.932231251
2743,63838, resident,6013093850,6427026934,0.935594936
2744,62235, resident,2.89173E+12,3.64183E+12,0.794031874
2746,63716, resident,8.96292E+11,1.71975E+12,0.521177023
2747,63818, resident,65531750720,68187229824,0.961056064
2748,63821, resident,1.49852E+11,2.86129E+11,0.523722583
2750,63740, resident,5.21377E+11,1.16679E+12,0.446846651
2751,63890, resident,65871605650,1.558E+11,0.422795617
2754,63843, resident,63268995840,67816582656,0.932942849
2757,63734, resident,1.57832E+12,1.92096E+12,0.82163036
2758,63962, resident,5023274.5,10863372,0.462404721
2759,63874, resident,227385328,72170453120,0.003150671
2760,63855, resident,11194858209,18465244774,0.60626644
2761,63963, resident,393322464,440026656,0.893860539
2764,63848, resident,3.68804E+11,4.73317E+11,0.779189306
2765,63900, resident,123100036,184404666,0.667553803
2766,63902, resident,291175776,307043072,0.948322247
2768,63876, resident,13063482257,15899925634,0.8216065
2770,63903, resident,980488256,1178716160,0.831827279
2772,63964, resident,219919779.5,720070208,0.305414357
2773,63907, resident,355411584,371611232,0.956407001
2775,63904, resident,968587152,1541987760,0.62814192
2776,63905, resident,4370470080,5835667296,0.748923792
2779,63857, resident,18734305784,20134670588,0.930450076
2780,63875, resident,88255250144,89148878208,0.989976003
2781,63981, resident,20074170560,23647067264,0.848907407
2787,63913, resident,2449270944,2915913948,0.839966812
2790,63966, resident,78270676864,83606930496,0.936174506
2793,63914, resident,29125654840,43159367720,0.674839702
2795,63919, resident,76204400,148415872,0.513451823
2796,63965, resident,2.3073E+11,2.68637E+11,0.858891031
2798,63992, resident,17160432256,26104749568,0.657368201
2799,63873, resident,2.26424E+11,5.2362E+11,0.432419971
2800,63994, resident,6847601728,11417300704,0.599756624
2801,63993, resident,1916574256,3601956752,0.532092523
2802,63922, resident,6355446583,12670418144,0.501597225
2804,63921, resident,30919576704,32897537280,0.939875117
2805,63923, resident,19920296512,25655726184,0.776446411
2806,63987, resident,16896290264,20170703024,0.837664916
2807,63861, resident,1.43088E+12,1.7384E+12,0.823101512
2808,63985, resident,1.23528E+11,1.8911E+11,0.653208779
2809,63820, resident,1.82752E+12,2.82447E+12,0.64702934
2810,63859, resident,1.43979E+12,2.17575E+12,0.661743324
2815,63937, resident,240207296,273505504,0.878253975
2816,63999, resident,24693132368,29158487064,0.846859177
2817,63940, resident,366335392,464702624,0.788322194
2818,63939, resident,316828416,372664512,0.850170611
2819,63932, resident,8582140960,13094640512,0.655393399
2821,63944, resident,465903584,587992576,0.792363038
2824,63911, resident,6.74827E+11,7.51892E+11,0.897504952
2825,63819, resident,1.87729E+12,2.38651E+12,0.786623887
2826,63950, resident,191600688,365135872,0.524738057
2830,63942, resident,32577180320,37990801120,0.857501799
2831,63935, resident,1.3366E+11,1.3744E+11,0.972497387
2832,63957, resident,86054480,119162320,0.722161838
2833,63995, resident,49146627872,55136526216,0.891362428
2835,63823, resident,2.63338E+12,2.95076E+12,0.892439045
2836,63954, resident,324729896,1674048464,0.19397879
2837,63960, resident,316799296,826774656,0.3831749
2838,63961, resident,1000412616,4144223360,0.241399299
2843,63956, resident,17224194458,34812135144,0.494775583
2844,63850, resident,1.22513E+12,1.8137E+12,0.675486978
2845,63912, resident,6.9964E+11,9.22432E+11,0.758473038
2849,63941, resident,3.31073E+11,5.89092E+11,0.562006252
2850,63974, resident,1222766912,1323850484,0.923644268
2851,64005, resident,736078720,973117504,0.756412989
2852,63909, resident,1.86804E+12,2.28985E+12,0.815792109
2853,63970, resident,75983573696,1.12249E+11,0.676919411
2854,64000, resident,29969032256,36476838016,0.821590738
2855,64077, resident,35673879936,40574203136,0.879225645
2856,64064, resident,1.93803E+11,2.32951E+11,0.83194631
2857,63998, resident,3.05557E+11,5.53651E+11,0.551894087
2859,46584, resident,7.45902E+12,7.96561E+12,0.936402579
2862,64010, resident,656818012,806351104,0.814555854
2863,63946, resident,6.27327E+11,8.47988E+11,0.739783033
2864,64083, resident,3181716680,3708532494,0.857944938
2866,63769, resident,3.75137E+12,5.27016E+12,0.711812689
2867,64063, resident,59120607997,71105535523,0.831448741
2868,63947, resident,3.85096E+11,3.99699E+11,0.963464744
2869,203577, resident,5.6547E+12,6.80575E+12,0.830870695
2870,63988, resident,8.76671E+11,1.40359E+12,0.624594445
2871,64086, resident,5555055,6761477,0.821574192
2872,63955, resident,95213435960,1.25617E+11,0.757965568
2873,64085, resident,262749765,311565968,0.843319849
2874,64084, resident,12386156445,18437197040,0.671802575
2875,63991, resident,8.95523E+11,1.37339E+12,0.652052511
2876,63869, resident,4.23325E+12,5.35699E+12,0.790229499
2877,64016, resident,8705332736,13516182592,0.644067412
2878,64018, resident,1240933344,1884886176,0.658359831
2879,64089, resident,3923532526,5628753498,0.697051759
2880,64019, resident,2078673024,3679538432,0.564927657
2881,64012, resident,14692076.45,68766520,0.213651592
2882,64011, resident,62575912852,66830035640,0.936344149
2883,64087, resident,6933938980,16346766688,0.424178011
2884,64093, resident,1021210432,1049874624,0.972697509
2885,64024, resident,1286197136,1913517944,0.672163614
2887,64092, resident,30890351616,33425672448,0.924150491
2889,63952, resident,9.18441E+11,1.13105E+12,0.812027854
2890,64098, resident,960177936,1159261040,0.828267235
2891,64006, resident,3.22959E+11,5.25862E+11,0.614150905
2892,64062, resident,5.65097E+11,6.35864E+11,0.888707343
2893,64096, resident,10050893568,10083986432,0.996718276
2894,64013, resident,55121068416,61227830016,0.900261669
2896,64028, resident,812676048,1876935352,0.432980309
2898,64097, resident,6813983.656,155870327,0.043715721
2899,64030, resident,36811304,36830152,0.999488245
2901,64032, resident,74693368,95576608,0.781502604
2903,64099, resident,3168199739,3304392270,0.958784394
2904,64036, resident,22613818,26892924,0.840883572
2905,64041, resident,98750.46094,1193950.25,0.082709025
2906,64042, resident,949419552,1066808912,0.889962149
2907,64061, resident,5.36096E+11,6.65473E+11,0.805585708
2909,64043, resident,2001201448,2363199168,0.846818785
2910,64031, resident,1435455027,2274898544,0.630997383
2913,64079, resident,2.26773E+11,2.98287E+11,0.760250639
2914,64014, resident,79860625600,84708088272,0.9427745
2916,64047, resident,2034130208,2977831518,0.6830911
2919,64081, resident,1.36986E+11,1.72244E+11,0.795300728
2921,64003, resident,6.5385E+11,1.3136E+12,0.497754089
2925,64045, resident,8922993942,15312729626,0.582717397
2929,64071, resident,3452545520,4297727104,0.803342194
2934,64074, resident,3036035964,3502865032,0.866729359
2935,63930, resident,1.63356E+12,2.89148E+12,0.564954584
2937,64102, resident,37140.70703,55710.34375,0.666675244
2939,64101, resident,4060829984,8251387296,0.49213906
2941,64034, resident,3.05601E+11,3.45194E+11,0.885300997
2946,64065, resident,1.20181E+12,1.36996E+12,0.877259559
2947,64100, resident,20576445280,42448309680,0.484741217
2953,64059, resident,24945525694,40815471446,0.611178183
2958,64103, resident,11497547584,13136494464,0.87523712
2959,64182, resident,193936496,218182240,0.888873888
2960,64007, resident,1.49139E+12,1.49429E+12,0.998055674
2962,64183, resident,533847008,944602496,0.565155195
2963,64165, resident,37432256256,38804040832,0.964648409
2964,64187, resident,398341856,452984256,0.879372408
2965,64184, resident,2165177056,3861530072,0.56070444
2967,64025, resident,3.09679E+11,4.97346E+11,0.622662768
2968,64051, resident,85531209176,88042965240,0.971471246
2970,64189, resident,4589078144,5696771712,0.80555767
2971,64119, resident,98750.46094,1193950.25,0.082709025
2972,64192, resident,38222764,347515456,0.109988673
2974,64186, resident,7799027904,15417553152,0.505853804
2975,64193, resident,1077908984,3646790336,0.295577449
2977,64075, resident,2.55252E+11,3.03729E+11,0.840395316
2978,64121, resident,5047808896,6744742144,0.748406505
2980,64191, resident,1460940048,3007926976,0.485696647
2981,64033, resident,4.49803E+11,6.12178E+11,0.734758646
2982,64056, resident,5.25655E+11,5.25816E+11,0.999695298
2983,64122, resident,3632246016,3942672000,0.921265075
2985,64197, resident,563315776,1372463360,0.410441395
2986,64196, resident,1598525376,2167356608,0.737546083
2987,64198, resident,311984096,1008721408,0.309286681
2989,64161, resident,99090403136,1.00808E+11,0.98295818
2990,64199, resident,3145432544,3623976896,0.867950496
2991,64039, resident,4.51533E+11,5.40123E+11,0.835981277
2992,64124, resident,2900950464,3518111392,0.82457607
2993,64054, resident,3.54497E+11,4.02275E+11,0.88123157
2994,64136, resident,652699456,899450944,0.725664318
2995,63976, resident,2.11015E+12,2.52343E+12,0.836223344
2998,64135, resident,3099089144,3231158472,0.959126323
3000,64139, resident,171790262,458499767.5,0.37467906
3001,64150, resident,57996656,64543868,0.898561828
3002,64128, resident,23001734944,40538736960,0.567401371
3003,64149, resident,3080175872,3383194112,0.910434273
3004,64015, resident,8.28853E+11,1.24582E+12,0.665309181
3006,64140, resident,535860776,769539984,0.696339095
3007,64147, resident,8794517184,9845832512,0.893222302
3009,64151, resident,739485376,1071886976,0.689891185
3010,64127, resident,61849803520,66604129280,0.928618153
3014,64057, resident,1.36456E+12,1.60022E+12,0.852732666
3022,64158, resident,5944143920,13343162848,0.445482378
3024,64200, resident,741160512,771995456,0.960058128
3025,64111, resident,2.51339E+11,2.94675E+11,0.852934185
3027,64201, resident,974974015.9,1544003105,0.631458585
3029,64202, resident,4189566464,6301391360,0.664863714
3031,64073, resident,1.84051E+11,2.74168E+11,0.671308458
3034,64155, resident,1.14019E+11,2.05359E+11,0.555219964
3035,64204, resident,873549696,1160348160,0.752834129
3037,64134, resident,83745022997,96080103580,0.871616702
3039,64157, resident,70174079896,81040489698,0.865913819
3040,64276, resident,1399325648,1410236320,0.992263231
3041,64208, resident,1358847352,1455562784,0.933554613
3043,64209, resident,532424224,1151080064,0.462543172
3044,64210, resident,1913298592,2159243904,0.886096558
3045,64211, resident,1048541952,1272417792,0.824054771
3046,64283, resident,8579479,10311351,0.832042183
3047,64206, resident,6336222528,7290408320,0.869117647
3049,64279, resident,13152250976,13489768160,0.974979764
3051,64284, resident,555775.75,4233414,0.131283109
3052,64214, resident,373931296,458796688,0.815026145
3053,64280, resident,3620258688,3888846144,0.930933895
3054,64205, resident,4318572386,6624563327,0.651902952
3055,64213, resident,1136572702,2011691049,0.564983725
3057,64215, resident,307765024,1014084352,0.303490556
3059,64217, resident,6346937,18145860,0.349773282
3060,64171, resident,1.46889E+11,1.73633E+11,0.845974689
3062,64293, resident,2255522048,2520869888,0.894739573
3064,64265, resident,86731849216,1.02698E+11,0.844535717
3065,64224, resident,2292063036,4117974820,0.556599575
3066,64225, resident,1493650608,1639080032,0.91127375
3067,64278, resident,83646297856,88789578496,0.942073375
3068,64106, resident,6.34946E+11,1.31009E+12,0.484657584
3069,64219, resident,23087182688,45135951312,0.511503181
3070,64288, resident,52342815744,53941022400,0.970371221
3072,64264, resident,3.373E+11,3.47188E+11,0.971521075
3073,64173, resident,95438907520,1.03349E+11,0.923459203
3074,64291, resident,1.89039E+11,2.03157E+11,0.930503966
3076,64286, resident,3.00893E+11,3.32051E+11,0.906166658
3077,64233, resident,1014987288,1198080440,0.847177914
3078,64292, resident,1.69202E+11,2.86443E+11,0.590700185
3079,64123, resident,8.40855E+11,1.05276E+12,0.798713661
3081,64236, resident,4318779872,6144971456,0.702815286
3082,64299, resident,20503992214,30637681056,0.669240997
3084,64076, resident,1.34221E+12,1.45346E+12,0.923458406
3086,64237, resident,340175624,6650048568,0.051153856
3087,64131, resident,8.70844E+11,9.96403E+11,0.873987712
3090,64226, resident,98311633284,2.19815E+11,0.447246241
3092,64253, resident,27625278,29872868,0.924761493
3093,64228, resident,1.30105E+11,2.14607E+11,0.60624804
3094,64255, resident,35909.07813,1193950.25,0.030075858
3095,64254, resident,107538592,114459376,0.939535019
3096,64222, resident,1.03419E+11,1.30072E+11,0.795093458
3101,64260, resident,93165.375,8257711,0.011282228
3104,64357, resident,66631884,67818836,0.982498196
3105,64246, resident,1084737217,1127259329,0.962278323
3106,64258, resident,20495057984,20828969600,0.983968885
3107,64180, resident,1.13416E+12,1.76264E+12,0.643444938
3112,64304, resident,694383632,1224265280,0.567183962
3114,64305, resident,2932185145,3415989195,0.858370732
3115,64371, resident,89937488,117608656,0.76471827
3116,64220, resident,4.19243E+11,6.49038E+11,0.6459452
3117,64360, resident,3221791976,4846070272,0.664825682
3118,64268, resident,71003500672,79176868224,0.896770765
3119,64306, resident,3835373.5,3995570.25,0.959906411
3120,64174, resident,8.67625E+11,1.035E+12,0.838286607
3121,64372, resident,29225274,33252412,0.878891853
3122,64300, resident,21595367168,28127433856,0.767768837
3124,64251, resident,79999925959,82529810176,0.969345813
3125,64373, resident,1517921664,2933718912,0.517405283
3127,64309, resident,792964016,833689704,0.951150065
3128,64307, resident,1596848240,2862550496,0.557841073
3132,64358, resident,19061666729,21738011808,0.876881791
3133,64234, resident,5.44891E+11,6.08504E+11,0.895460493
3135,64310, resident,24981793496,31671825560,0.788770242
3137,64229, resident,4.33727E+11,7.79967E+11,0.556084237
3139,64231, resident,8.09563E+11,1.70277E+12,0.475438919
3140,64259, resident,1.19703E+11,1.57498E+11,0.760027681
3141,64329, resident,1253196704,1400496672,0.89482305
3142,64319, resident,10325695672,12328638090,0.837537415
3143,64334, resident,178072000,204582976,0.870414555
3144,64327, resident,26317846368,77751404864,0.338487085
3146,64298, resident,7.81317E+11,1.25712E+12,0.621511918
3149,64330, resident,22741745152,37132664320,0.612445823
3150,64156, resident,2.79234E+12,3.52943E+12,0.791160265
3151,64297, resident,1.00555E+12,1.90593E+12,0.527588171
3152,64337, resident,254711728,291969248,0.872392314
3153,64316, resident,88004864768,89609516160,0.982092846
3156,64340, resident,2874438864,3650904656,0.787322358
3157,64342, resident,9100515776,13430060416,0.677622847
3158,64338, resident,23975840180,27334513008,0.877127029
3159,64348, resident,53029920,178667424,0.296807996
3161,64349, resident,250484224,269943232,0.927914444
3162,64352, resident,255656656,267835472,0.954528741
3164,64308, resident,1.27264E+11,2.79522E+11,0.455290411
3165,64353, resident,107295712,111205920,0.964838131
3166,64350, resident,4820253696,5478456320,0.879856188
3167,64345, resident,53566014464,70289127424,0.762081085
3169,64239, resident,1.6612E+11,3.04287E+11,0.545931931
3170,64341, resident,5452852295,6855412859,0.795408301
3172,64290, resident,1.13309E+12,1.60593E+12,0.70556681
3173,64354, resident,1245084992,2615820928,0.475982503
3176,64227, resident,1.14395E+12,2.36976E+12,0.482729468
3177,64240, resident,9.14899E+11,1.13581E+12,0.805502196
3180,64356, resident,987575518,2306327920,0.428202559
3181,8881, resident,1040398.125,1119778.25,0.929110853
3184,64335, resident,88113779136,98980567872,0.890212908
3185,64235, resident,1.24676E+12,1.28223E+12,0.972338893
3186,64370, resident,457906768,687412272,0.666131209
3187,64245, resident,7.71186E+11,1.62098E+12,0.475754048
3188,64328, resident,1.47067E+11,1.68028E+11,0.875256126
3189,64331, resident,1.19004E+11,1.38757E+11,0.857646873
3190,64321, resident,5.71741E+11,6.47397E+11,0.883137943
